drug,drug_class,nutrient,interaction_type,confidence,mechanism
zafirlukast,Leukotriene Antagonist,Sodium,NO_KNOWN,ESTABLISHED,No significant interaction documented for leukotriene antagonists
cromoglicic acid,Mast Cell Stabilizer,Zinc,POTENTIALLY_BENEFICIAL,THEORETICAL,"Mast cell stabilization reduces histamine release, potentially sparing zinc that would otherwise be consumed in inflammatory signaling"
cromoglicic acid,Mast Cell Stabilizer,Vitamin C,POTENTIALLY_BENEFICIAL,THEORETICAL,Reduced mast cell degranulation may decrease oxidative burst and spare ascorbate reserves
cromoglicic acid,Mast Cell Stabilizer,Calcium,NO_KNOWN,ESTABLISHED,No significant interaction; mast cell stabilizers have minimal systemic effects
cromoglicic acid,Mast Cell Stabilizer,Magnesium,NO_KNOWN,ESTABLISHED,No significant interaction; mast cell stabilizers have minimal systemic effects
cromoglicic acid,Mast Cell Stabilizer,Iron,NO_KNOWN,ESTABLISHED,No significant interaction; mast cell stabilizers have minimal systemic effects
cromoglicic acid,Mast Cell Stabilizer,Potassium,NO_KNOWN,ESTABLISHED,No significant interaction; mast cell stabilizers have minimal systemic effects
cromoglicic acid,Mast Cell Stabilizer,Vitamin D,NO_KNOWN,ESTABLISHED,No significant interaction; mast cell stabilizers have minimal systemic effects
cromoglicic acid,Mast Cell Stabilizer,Vitamin B12,NO_KNOWN,ESTABLISHED,No significant interaction; mast cell stabilizers have minimal systemic effects
cromoglicic acid,Mast Cell Stabilizer,Folate (B9),NO_KNOWN,ESTABLISHED,No significant interaction; mast cell stabilizers have minimal systemic effects
cromoglicic acid,Mast Cell Stabilizer,Vitamin B6,NO_KNOWN,ESTABLISHED,No significant interaction; mast cell stabilizers have minimal systemic effects
cromoglicic acid,Mast Cell Stabilizer,Vitamin A,NO_KNOWN,ESTABLISHED,No significant interaction; mast cell stabilizers have minimal systemic effects
cromoglicic acid,Mast Cell Stabilizer,Vitamin K,NO_KNOWN,ESTABLISHED,No significant interaction; mast cell stabilizers have minimal systemic effects
cromoglicic acid,Mast Cell Stabilizer,Chromium,NO_KNOWN,ESTABLISHED,No significant interaction; mast cell stabilizers have minimal systemic effects
cromoglicic acid,Mast Cell Stabilizer,Selenium,NO_KNOWN,ESTABLISHED,No significant interaction; mast cell stabilizers have minimal systemic effects
cromoglicic acid,Mast Cell Stabilizer,Phosphorus,NO_KNOWN,ESTABLISHED,No significant interaction; mast cell stabilizers have minimal systemic effects
cromoglicic acid,Mast Cell Stabilizer,Sodium,NO_KNOWN,ESTABLISHED,No significant interaction; mast cell stabilizers have minimal systemic effects
nedocromil,Mast Cell Stabilizer,Zinc,POTENTIALLY_BENEFICIAL,THEORETICAL,"Mast cell stabilization reduces histamine release, potentially sparing zinc that would otherwise be consumed in inflammatory signaling"
nedocromil,Mast Cell Stabilizer,Vitamin C,POTENTIALLY_BENEFICIAL,THEORETICAL,Reduced mast cell degranulation may decrease oxidative burst and spare ascorbate reserves
nedocromil,Mast Cell Stabilizer,Calcium,NO_KNOWN,ESTABLISHED,No significant interaction; mast cell stabilizers have minimal systemic effects
nedocromil,Mast Cell Stabilizer,Magnesium,NO_KNOWN,ESTABLISHED,No significant interaction; mast cell stabilizers have minimal systemic effects
nedocromil,Mast Cell Stabilizer,Iron,NO_KNOWN,ESTABLISHED,No significant interaction; mast cell stabilizers have minimal systemic effects
nedocromil,Mast Cell Stabilizer,Potassium,NO_KNOWN,ESTABLISHED,No significant interaction; mast cell stabilizers have minimal systemic effects
nedocromil,Mast Cell Stabilizer,Vitamin D,NO_KNOWN,ESTABLISHED,No significant interaction; mast cell stabilizers have minimal systemic effects
nedocromil,Mast Cell Stabilizer,Vitamin B12,NO_KNOWN,ESTABLISHED,No significant interaction; mast cell stabilizers have minimal systemic effects
nedocromil,Mast Cell Stabilizer,Folate (B9),NO_KNOWN,ESTABLISHED,No significant interaction; mast cell stabilizers have minimal systemic effects
nedocromil,Mast Cell Stabilizer,Vitamin B6,NO_KNOWN,ESTABLISHED,No significant interaction; mast cell stabilizers have minimal systemic effects
nedocromil,Mast Cell Stabilizer,Vitamin A,NO_KNOWN,ESTABLISHED,No significant interaction; mast cell stabilizers have minimal systemic effects
nedocromil,Mast Cell Stabilizer,Vitamin K,NO_KNOWN,ESTABLISHED,No significant interaction; mast cell stabilizers have minimal systemic effects
nedocromil,Mast Cell Stabilizer,Chromium,NO_KNOWN,ESTABLISHED,No significant interaction; mast cell stabilizers have minimal systemic effects
nedocromil,Mast Cell Stabilizer,Selenium,NO_KNOWN,ESTABLISHED,No significant interaction; mast cell stabilizers have minimal systemic effects
nedocromil,Mast Cell Stabilizer,Phosphorus,NO_KNOWN,ESTABLISHED,No significant interaction; mast cell stabilizers have minimal systemic effects
nedocromil,Mast Cell Stabilizer,Sodium,NO_KNOWN,ESTABLISHED,No significant interaction; mast cell stabilizers have minimal systemic effects
ketotifen,Mast Cell Stabilizer,Zinc,POTENTIALLY_BENEFICIAL,THEORETICAL,"Mast cell stabilization reduces histamine release, potentially sparing zinc that would otherwise be consumed in inflammatory signaling"
ketotifen,Mast Cell Stabilizer,Vitamin C,POTENTIALLY_BENEFICIAL,THEORETICAL,Reduced mast cell degranulation may decrease oxidative burst and spare ascorbate reserves
ketotifen,Mast Cell Stabilizer,Calcium,NO_KNOWN,ESTABLISHED,No significant interaction; mast cell stabilizers have minimal systemic effects
ketotifen,Mast Cell Stabilizer,Magnesium,NO_KNOWN,ESTABLISHED,No significant interaction; mast cell stabilizers have minimal systemic effects
ketotifen,Mast Cell Stabilizer,Iron,NO_KNOWN,ESTABLISHED,No significant interaction; mast cell stabilizers have minimal systemic effects
ketotifen,Mast Cell Stabilizer,Potassium,NO_KNOWN,ESTABLISHED,No significant interaction; mast cell stabilizers have minimal systemic effects
ketotifen,Mast Cell Stabilizer,Vitamin D,NO_KNOWN,ESTABLISHED,No significant interaction; mast cell stabilizers have minimal systemic effects
ketotifen,Mast Cell Stabilizer,Vitamin B12,NO_KNOWN,ESTABLISHED,No significant interaction; mast cell stabilizers have minimal systemic effects
ketotifen,Mast Cell Stabilizer,Folate (B9),NO_KNOWN,ESTABLISHED,No significant interaction; mast cell stabilizers have minimal systemic effects
ketotifen,Mast Cell Stabilizer,Vitamin B6,NO_KNOWN,ESTABLISHED,No significant interaction; mast cell stabilizers have minimal systemic effects
ketotifen,Mast Cell Stabilizer,Vitamin A,NO_KNOWN,ESTABLISHED,No significant interaction; mast cell stabilizers have minimal systemic effects
ketotifen,Mast Cell Stabilizer,Vitamin K,NO_KNOWN,ESTABLISHED,No significant interaction; mast cell stabilizers have minimal systemic effects
ketotifen,Mast Cell Stabilizer,Chromium,NO_KNOWN,ESTABLISHED,No significant interaction; mast cell stabilizers have minimal systemic effects
ketotifen,Mast Cell Stabilizer,Selenium,NO_KNOWN,ESTABLISHED,No significant interaction; mast cell stabilizers have minimal systemic effects
ketotifen,Mast Cell Stabilizer,Phosphorus,NO_KNOWN,ESTABLISHED,No significant interaction; mast cell stabilizers have minimal systemic effects
ketotifen,Mast Cell Stabilizer,Sodium,NO_KNOWN,ESTABLISHED,No significant interaction; mast cell stabilizers have minimal systemic effects
omalizumab,Biologic,Vitamin D,POTENTIALLY_BENEFICIAL,THEORETICAL,"By reducing inflammatory cytokine burden (IL-4, IL-5, IL-13, IgE), biologics may reduce CYP24A1-mediated vitamin D catabolism and improve VDR signaling efficiency"
omalizumab,Biologic,Iron,POTENTIALLY_BENEFICIAL,THEORETICAL,"Reduced chronic inflammation may lower hepcidin levels, improving iron mobilization from stores (reversing anemia of inflammation)"
omalizumab,Biologic,Zinc,POTENTIALLY_BENEFICIAL,THEORETICAL,Reduced inflammatory cytokines (esp. IL-6) may decrease metallothionein-mediated zinc sequestration
omalizumab,Biologic,Calcium,NO_KNOWN,ESTABLISHED,Biologics are highly targeted; no significant nutrient interaction expected
omalizumab,Biologic,Magnesium,NO_KNOWN,ESTABLISHED,Biologics are highly targeted; no significant nutrient interaction expected
omalizumab,Biologic,Potassium,NO_KNOWN,ESTABLISHED,Biologics are highly targeted; no significant nutrient interaction expected
omalizumab,Biologic,Vitamin B12,NO_KNOWN,ESTABLISHED,Biologics are highly targeted; no significant nutrient interaction expected
omalizumab,Biologic,Folate (B9),NO_KNOWN,ESTABLISHED,Biologics are highly targeted; no significant nutrient interaction expected
omalizumab,Biologic,Vitamin B6,NO_KNOWN,ESTABLISHED,Biologics are highly targeted; no significant nutrient interaction expected
omalizumab,Biologic,Vitamin C,NO_KNOWN,ESTABLISHED,Biologics are highly targeted; no significant nutrient interaction expected
omalizumab,Biologic,Vitamin A,NO_KNOWN,ESTABLISHED,Biologics are highly targeted; no significant nutrient interaction expected
omalizumab,Biologic,Vitamin K,NO_KNOWN,ESTABLISHED,Biologics are highly targeted; no significant nutrient interaction expected
omalizumab,Biologic,Chromium,NO_KNOWN,ESTABLISHED,Biologics are highly targeted; no significant nutrient interaction expected
omalizumab,Biologic,Selenium,NO_KNOWN,ESTABLISHED,Biologics are highly targeted; no significant nutrient interaction expected
omalizumab,Biologic,Phosphorus,NO_KNOWN,ESTABLISHED,Biologics are highly targeted; no significant nutrient interaction expected
omalizumab,Biologic,Sodium,NO_KNOWN,ESTABLISHED,Biologics are highly targeted; no significant nutrient interaction expected
dupilumab,Biologic,Vitamin D,POTENTIALLY_BENEFICIAL,THEORETICAL,"By reducing inflammatory cytokine burden (IL-4, IL-5, IL-13, IgE), biologics may reduce CYP24A1-mediated vitamin D catabolism and improve VDR signaling efficiency"
dupilumab,Biologic,Iron,POTENTIALLY_BENEFICIAL,THEORETICAL,"Reduced chronic inflammation may lower hepcidin levels, improving iron mobilization from stores (reversing anemia of inflammation)"
dupilumab,Biologic,Zinc,POTENTIALLY_BENEFICIAL,THEORETICAL,Reduced inflammatory cytokines (esp. IL-6) may decrease metallothionein-mediated zinc sequestration
dupilumab,Biologic,Calcium,NO_KNOWN,ESTABLISHED,Biologics are highly targeted; no significant nutrient interaction expected
dupilumab,Biologic,Magnesium,NO_KNOWN,ESTABLISHED,Biologics are highly targeted; no significant nutrient interaction expected
dupilumab,Biologic,Potassium,NO_KNOWN,ESTABLISHED,Biologics are highly targeted; no significant nutrient interaction expected
dupilumab,Biologic,Vitamin B12,NO_KNOWN,ESTABLISHED,Biologics are highly targeted; no significant nutrient interaction expected
dupilumab,Biologic,Folate (B9),NO_KNOWN,ESTABLISHED,Biologics are highly targeted; no significant nutrient interaction expected
dupilumab,Biologic,Vitamin B6,NO_KNOWN,ESTABLISHED,Biologics are highly targeted; no significant nutrient interaction expected
dupilumab,Biologic,Vitamin C,NO_KNOWN,ESTABLISHED,Biologics are highly targeted; no significant nutrient interaction expected
dupilumab,Biologic,Vitamin A,NO_KNOWN,ESTABLISHED,Biologics are highly targeted; no significant nutrient interaction expected
dupilumab,Biologic,Vitamin K,NO_KNOWN,ESTABLISHED,Biologics are highly targeted; no significant nutrient interaction expected
dupilumab,Biologic,Chromium,NO_KNOWN,ESTABLISHED,Biologics are highly targeted; no significant nutrient interaction expected
dupilumab,Biologic,Selenium,NO_KNOWN,ESTABLISHED,Biologics are highly targeted; no significant nutrient interaction expected
dupilumab,Biologic,Phosphorus,NO_KNOWN,ESTABLISHED,Biologics are highly targeted; no significant nutrient interaction expected
dupilumab,Biologic,Sodium,NO_KNOWN,ESTABLISHED,Biologics are highly targeted; no significant nutrient interaction expected
mepolizumab,Biologic,Vitamin D,POTENTIALLY_BENEFICIAL,THEORETICAL,"By reducing inflammatory cytokine burden (IL-4, IL-5, IL-13, IgE), biologics may reduce CYP24A1-mediated vitamin D catabolism and improve VDR signaling efficiency"
mepolizumab,Biologic,Iron,POTENTIALLY_BENEFICIAL,THEORETICAL,"Reduced chronic inflammation may lower hepcidin levels, improving iron mobilization from stores (reversing anemia of inflammation)"
mepolizumab,Biologic,Zinc,POTENTIALLY_BENEFICIAL,THEORETICAL,Reduced inflammatory cytokines (esp. IL-6) may decrease metallothionein-mediated zinc sequestration
mepolizumab,Biologic,Calcium,NO_KNOWN,ESTABLISHED,Biologics are highly targeted; no significant nutrient interaction expected
mepolizumab,Biologic,Magnesium,NO_KNOWN,ESTABLISHED,Biologics are highly targeted; no significant nutrient interaction expected
mepolizumab,Biologic,Potassium,NO_KNOWN,ESTABLISHED,Biologics are highly targeted; no significant nutrient interaction expected
mepolizumab,Biologic,Vitamin B12,NO_KNOWN,ESTABLISHED,Biologics are highly targeted; no significant nutrient interaction expected
mepolizumab,Biologic,Folate (B9),NO_KNOWN,ESTABLISHED,Biologics are highly targeted; no significant nutrient interaction expected
mepolizumab,Biologic,Vitamin B6,NO_KNOWN,ESTABLISHED,Biologics are highly targeted; no significant nutrient interaction expected
mepolizumab,Biologic,Vitamin C,NO_KNOWN,ESTABLISHED,Biologics are highly targeted; no significant nutrient interaction expected
mepolizumab,Biologic,Vitamin A,NO_KNOWN,ESTABLISHED,Biologics are highly targeted; no significant nutrient interaction expected
mepolizumab,Biologic,Vitamin K,NO_KNOWN,ESTABLISHED,Biologics are highly targeted; no significant nutrient interaction expected
mepolizumab,Biologic,Chromium,NO_KNOWN,ESTABLISHED,Biologics are highly targeted; no significant nutrient interaction expected
mepolizumab,Biologic,Selenium,NO_KNOWN,ESTABLISHED,Biologics are highly targeted; no significant nutrient interaction expected
mepolizumab,Biologic,Phosphorus,NO_KNOWN,ESTABLISHED,Biologics are highly targeted; no significant nutrient interaction expected
mepolizumab,Biologic,Sodium,NO_KNOWN,ESTABLISHED,Biologics are highly targeted; no significant nutrient interaction expected
benralizumab,Biologic,Vitamin D,POTENTIALLY_BENEFICIAL,THEORETICAL,"By reducing inflammatory cytokine burden (IL-4, IL-5, IL-13, IgE), biologics may reduce CYP24A1-mediated vitamin D catabolism and improve VDR signaling efficiency"
benralizumab,Biologic,Iron,POTENTIALLY_BENEFICIAL,THEORETICAL,"Reduced chronic inflammation may lower hepcidin levels, improving iron mobilization from stores (reversing anemia of inflammation)"
benralizumab,Biologic,Zinc,POTENTIALLY_BENEFICIAL,THEORETICAL,Reduced inflammatory cytokines (esp. IL-6) may decrease metallothionein-mediated zinc sequestration
benralizumab,Biologic,Calcium,NO_KNOWN,ESTABLISHED,Biologics are highly targeted; no significant nutrient interaction expected
benralizumab,Biologic,Magnesium,NO_KNOWN,ESTABLISHED,Biologics are highly targeted; no significant nutrient interaction expected
benralizumab,Biologic,Potassium,NO_KNOWN,ESTABLISHED,Biologics are highly targeted; no significant nutrient interaction expected
benralizumab,Biologic,Vitamin B12,NO_KNOWN,ESTABLISHED,Biologics are highly targeted; no significant nutrient interaction expected
benralizumab,Biologic,Folate (B9),NO_KNOWN,ESTABLISHED,Biologics are highly targeted; no significant nutrient interaction expected
benralizumab,Biologic,Vitamin B6,NO_KNOWN,ESTABLISHED,Biologics are highly targeted; no significant nutrient interaction expected
benralizumab,Biologic,Vitamin C,NO_KNOWN,ESTABLISHED,Biologics are highly targeted; no significant nutrient interaction expected
benralizumab,Biologic,Vitamin A,NO_KNOWN,ESTABLISHED,Biologics are highly targeted; no significant nutrient interaction expected
benralizumab,Biologic,Vitamin K,NO_KNOWN,ESTABLISHED,Biologics are highly targeted; no significant nutrient interaction expected
benralizumab,Biologic,Chromium,NO_KNOWN,ESTABLISHED,Biologics are highly targeted; no significant nutrient interaction expected
benralizumab,Biologic,Selenium,NO_KNOWN,ESTABLISHED,Biologics are highly targeted; no significant nutrient interaction expected
benralizumab,Biologic,Phosphorus,NO_KNOWN,ESTABLISHED,Biologics are highly targeted; no significant nutrient interaction expected
benralizumab,Biologic,Sodium,NO_KNOWN,ESTABLISHED,Biologics are highly targeted; no significant nutrient interaction expected
pseudoephedrine,Decongestant,Potassium,DEPLETES,THEORETICAL,Sympathomimetic activity may increase renal potassium excretion; β2-adrenergic stimulation drives K⁺ into cells (redistribution)
pseudoephedrine,Decongestant,Magnesium,DEPLETES,THEORETICAL,Adrenergic stimulation increases renal magnesium excretion; catecholamine-driven Mg²⁺ redistribution into cells
pseudoephedrine,Decongestant,Calcium,REDISTRIBUTES,THEORETICAL,α1-adrenergic activation increases intracellular Ca²⁺ mobilization; chronic use may alter calcium signaling but not total body stores
pseudoephedrine,Decongestant,Vitamin B6,INCREASES_DEMAND,THEORETICAL,"Catecholamine synthesis (epinephrine, norepinephrine) requires DOPA decarboxylase (AADC), a PLP-dependent enzyme; sympathomimetic catecholamine turnover increases B6 demand"
pseudoephedrine,Decongestant,Vitamin C,INCREASES_DEMAND,THEORETICAL,Dopamine β-hydroxylase requires ascorbate as cofactor; increased sympathetic tone increases vitamin C utilization
pseudoephedrine,Decongestant,Zinc,NO_KNOWN,ESTABLISHED,No significant interaction documented for decongestants
pseudoephedrine,Decongestant,Iron,NO_KNOWN,ESTABLISHED,No significant interaction documented for decongestants
pseudoephedrine,Decongestant,Vitamin D,NO_KNOWN,ESTABLISHED,No significant interaction documented for decongestants
pseudoephedrine,Decongestant,Vitamin B12,NO_KNOWN,ESTABLISHED,No significant interaction documented for decongestants
pseudoephedrine,Decongestant,Folate (B9),NO_KNOWN,ESTABLISHED,No significant interaction documented for decongestants
pseudoephedrine,Decongestant,Vitamin A,NO_KNOWN,ESTABLISHED,No significant interaction documented for decongestants
pseudoephedrine,Decongestant,Vitamin K,NO_KNOWN,ESTABLISHED,No significant interaction documented for decongestants
pseudoephedrine,Decongestant,Chromium,NO_KNOWN,ESTABLISHED,No significant interaction documented for decongestants
pseudoephedrine,Decongestant,Selenium,NO_KNOWN,ESTABLISHED,No significant interaction documented for decongestants
pseudoephedrine,Decongestant,Phosphorus,NO_KNOWN,ESTABLISHED,No significant interaction documented for decongestants
pseudoephedrine,Decongestant,Sodium,NO_KNOWN,ESTABLISHED,No significant interaction documented for decongestants
oxymetazoline,Decongestant,Potassium,DEPLETES,THEORETICAL,Sympathomimetic activity may increase renal potassium excretion; β2-adrenergic stimulation drives K⁺ into cells (redistribution)
oxymetazoline,Decongestant,Magnesium,DEPLETES,THEORETICAL,Adrenergic stimulation increases renal magnesium excretion; catecholamine-driven Mg²⁺ redistribution into cells
oxymetazoline,Decongestant,Calcium,REDISTRIBUTES,THEORETICAL,α1-adrenergic activation increases intracellular Ca²⁺ mobilization; chronic use may alter calcium signaling but not total body stores
oxymetazoline,Decongestant,Vitamin B6,INCREASES_DEMAND,THEORETICAL,"Catecholamine synthesis (epinephrine, norepinephrine) requires DOPA decarboxylase (AADC), a PLP-dependent enzyme; sympathomimetic catecholamine turnover increases B6 demand"
oxymetazoline,Decongestant,Vitamin C,INCREASES_DEMAND,THEORETICAL,Dopamine β-hydroxylase requires ascorbate as cofactor; increased sympathetic tone increases vitamin C utilization
oxymetazoline,Decongestant,Zinc,NO_KNOWN,ESTABLISHED,No significant interaction documented for decongestants
oxymetazoline,Decongestant,Iron,NO_KNOWN,ESTABLISHED,No significant interaction documented for decongestants
oxymetazoline,Decongestant,Vitamin D,NO_KNOWN,ESTABLISHED,No significant interaction documented for decongestants
oxymetazoline,Decongestant,Vitamin B12,NO_KNOWN,ESTABLISHED,No significant interaction documented for decongestants
oxymetazoline,Decongestant,Folate (B9),NO_KNOWN,ESTABLISHED,No significant interaction documented for decongestants
oxymetazoline,Decongestant,Vitamin A,NO_KNOWN,ESTABLISHED,No significant interaction documented for decongestants
oxymetazoline,Decongestant,Vitamin K,NO_KNOWN,ESTABLISHED,No significant interaction documented for decongestants
oxymetazoline,Decongestant,Chromium,NO_KNOWN,ESTABLISHED,No significant interaction documented for decongestants
oxymetazoline,Decongestant,Selenium,NO_KNOWN,ESTABLISHED,No significant interaction documented for decongestants
oxymetazoline,Decongestant,Phosphorus,NO_KNOWN,ESTABLISHED,No significant interaction documented for decongestants
oxymetazoline,Decongestant,Sodium,NO_KNOWN,ESTABLISHED,No significant interaction documented for decongestants
